2010 Population,% Foreign Born,Median Household Income,Below Poverty Level,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Retail Sales per Capita,Land Area (Square Miles),Population per Square Mile,% Person under 5 years,% Persons under 18 years,% Persons 65 and older,% Female Persons,% White,% Black African,% Asian,% Hispanic,"('Votes', ' No Preference')","('Votes', ' Uncommitted')","('Votes', 'Ben Carson')","('Votes', 'Bernie Sanders')","('Votes', 'Carly Fiorina')","('Votes', 'Chris Christie')","('Votes', 'Donald Trump')","('Votes', 'Hillary Clinton')","('Votes', 'Jeb Bush')","('Votes', 'John Kasich')","('Votes', 'Marco Rubio')","('Votes', ""Martin O'Malley"")","('Votes', 'Mike Huckabee')","('Votes', 'Rand Paul')","('Votes', 'Rick Santorum')","('Votes', 'Ted Cruz')"
12245,1.1,35522,18.7,0.0,0.0,0.0,21.9,3598,618.19,19.8,4.8,20.4,25.4,50.5,96.8,0.6,0.3,1.2,0,0,111,473,0,0,651,701,0,32,181,0,0,0,0,385
96024,3.6,39162,20.7,2.0,0.0,2.3,22.8,14958,677.78,141.7,5.7,20.9,21.7,51.7,87.7,8.5,0.8,5.3,0,0,968,1779,0,0,5538,4057,0,673,4050,0,0,0,0,4081
17853,1.9,49004,9.9,0.0,0.0,0.0,25.4,6148,631.81,28.3,5.7,23.5,16.1,50.3,94.8,2.8,0.4,2.6,0,0,125,300,0,0,1010,690,0,59,652,0,0,0,0,1329
42090,1.1,38413,17.1,0.0,0.0,0.0,25.4,9257,577.7,72.9,6.6,24.6,15.0,50.8,96.9,0.9,0.3,2.7,0,0,376,585,0,0,2103,1236,0,206,1318,0,0,0,0,1709
22609,5.7,32056,27.4,0.0,0.0,0.0,25.9,8807,727.52,31.1,7.3,26.4,16.3,51.6,66.8,29.9,0.5,12.6,0,0,119,164,0,0,821,786,0,91,395,0,0,0,0,917
32923,0.9,41193,14.2,0.0,0.0,0.0,23.8,6511,615.2,53.5,5.3,21.6,17.2,48.1,85.6,11.6,0.4,3.3,0,0,235,730,0,0,1597,1562,0,81,891,0,0,0,0,1381
13789,6.2,35879,23.2,0.0,0.0,0.0,0.0,11402,588.55,23.4,6.9,26.1,16.9,51.3,75.8,20.9,0.7,11.0,0,0,117,129,0,0,559,535,0,34,322,0,0,0,0,548
36647,3.6,35026,23.7,0.0,0.0,0.8,26.3,11132,763.95,48.0,6.4,24.0,17.0,51.3,94.5,2.3,0.8,5.9,0,0,469,521,0,0,2077,1059,0,234,1370,0,0,0,0,1644
13696,2.3,30661,18.7,0.0,0.0,0.0,0.0,8035,580.58,23.6,4.5,18.2,25.0,47.6,95.4,1.8,0.3,1.9,0,0,139,239,0,0,873,516,0,55,349,0,0,0,0,628
17997,0.8,30284,28.4,0.0,0.0,0.0,17.0,11203,633.94,28.4,5.6,20.4,16.7,50.3,79.6,17.6,0.4,2.9,0,0,82,225,0,0,711,702,0,31,351,0,0,0,0,437
77435,1.4,37140,23.9,28.1,2.9,0.0,25.6,10922,870.75,88.9,6.2,23.3,15.1,50.8,41.7,55.5,0.9,1.9,0,0,180,2115,0,0,1490,9936,0,41,712,0,0,0,0,1285
25540,6.3,31003,20.1,0.0,0.0,0.0,28.6,7942,659.8,38.7,7.1,24.8,15.8,50.3,93.4,2.1,1.2,13.5,0,0,234,580,0,0,1338,1056,0,98,617,0,0,0,0,1004
7645,0.7,29732,24.1,0.0,0.0,0.0,0.0,4257,528.27,14.5,4.7,20.2,21.5,51.7,61.1,37.1,0.5,2.0,0,0,54,160,0,0,334,443,0,11,80,0,0,0,0,298
17415,0.6,32239,25.4,0.0,0.0,0.0,24.1,9703,587.61,29.6,5.6,22.6,19.3,50.5,97.1,1.0,0.2,1.3,0,0,89,726,0,0,445,933,0,21,230,0,0,0,0,426
10424,0.8,25034,31.5,0.0,0.0,0.0,23.7,3345,602.62,17.3,5.4,19.6,16.7,44.0,43.1,54.2,0.5,2.7,0,0,16,84,0,0,349,956,0,12,120,0,0,0,0,143
14134,1.5,32697,27.0,0.0,0.0,0.0,32.8,4202,561.52,25.2,4.4,17.8,13.5,38.9,67.7,30.3,0.3,3.6,0,0,68,152,0,0,581,599,0,15,242,0,0,0,0,416
13171,1.4,39673,14.0,0.0,0.0,0.0,21.4,6846,532.25,24.7,5.3,22.2,19.5,50.9,75.7,19.7,0.4,3.1,0,0,87,441,0,0,521,721,0,15,187,0,0,0,0,488
22353,1.2,34996,17.6,0.0,0.0,0.0,0.0,7855,708.13,31.6,5.6,22.4,19.2,50.2,93.7,1.5,1.9,2.7,0,0,205,361,0,0,1208,881,0,64,687,0,0,0,0,1077
68356,2.1,52582,13.2,4.1,0.7,2.2,21.5,7821,770.73,88.7,6.7,26.4,12.6,50.5,90.4,6.2,0.9,4.0,0,0,706,817,0,0,3826,1664,0,301,2588,0,0,0,0,4028
15717,2.3,35771,22.6,0.0,0.0,0.0,0.0,7381,834.26,18.8,6.2,23.5,17.5,49.9,95.2,0.4,0.8,5.4,0,0,88,1078,0,0,671,1085,0,29,296,0,0,0,0,632
16653,2.4,34494,18.9,0.0,0.0,0.0,0.0,5291,597.01,27.9,4.4,17.3,26.8,50.3,96.5,0.4,0.3,2.3,0,0,318,314,0,0,1581,421,0,148,548,0,0,0,0,903
43462,0.9,41319,19.5,11.3,1.1,0.0,18.9,9503,625.58,69.5,7.0,24.1,15.2,50.8,71.7,25.1,0.6,3.1,0,0,448,356,0,0,2425,1300,0,212,881,0,0,0,0,2741
46480,1.8,36428,24.9,13.4,0.0,0.0,28.9,9051,900.57,51.6,7.0,26.7,13.4,51.3,62.8,34.9,0.5,4.0,0,0,222,342,0,0,1575,2017,0,138,673,0,0,0,0,811
8149,0.8,27263,28.8,0.0,0.0,0.0,0.0,9599,607.12,13.4,5.8,21.2,20.3,52.5,56.7,40.3,0.6,2.2,0,0,14,411,0,0,173,843,0,5,81,0,0,0,0,138
9487,1.7,31345,22.0,0.0,0.0,0.0,0.0,3570,779.88,12.2,4.3,19.2,25.4,50.1,95.1,0.6,0.7,3.6,0,0,100,142,0,0,672,316,0,68,287,0,0,0,0,432
8997,1.0,33694,26.5,0.0,0.0,0.0,0.0,14660,617.84,14.6,6.4,22.7,19.4,50.6,67.1,30.5,0.4,3.3,0,0,45,306,0,0,232,647,0,11,128,0,0,0,0,246
8330,0.8,30038,23.5,0.0,0.0,0.0,0.0,1596,820.9,10.1,4.8,19.5,24.3,49.5,95.5,0.3,0.3,1.8,0,0,146,211,0,0,1073,192,0,83,789,0,0,0,0,593
26120,1.0,32015,23.1,13.6,0.0,0.0,0.0,7135,732.78,35.6,6.2,23.0,18.3,52.6,57.0,40.3,0.5,2.2,0,0,156,525,0,0,1006,2095,0,61,662,0,0,0,0,789
10445,0.8,42455,15.6,0.0,0.0,0.0,0.0,3162,551.4,18.9,5.2,22.1,17.9,50.3,94.8,2.2,0.2,2.8,0,0,69,428,0,0,522,648,0,30,238,0,0,0,0,544
21757,0.6,26737,33.5,26.7,0.0,0.0,33.4,10468,695.66,31.3,8.0,27.2,16.3,53.0,36.5,61.6,0.4,1.7,0,0,28,656,0,0,363,2696,0,11,113,0,0,0,0,110
11291,3.7,32206,24.8,0.0,0.0,0.0,15.1,4876,600.62,18.8,5.8,22.8,18.6,50.2,93.3,3.5,0.7,6.6,0,0,108,171,0,0,511,367,0,30,327,0,0,0,0,501
24583,1.3,32089,28.1,0.0,0.0,0.0,20.3,7762,758.39,32.4,6.4,23.7,17.1,51.4,89.8,8.0,0.3,2.7,0,0,155,228,0,0,1036,717,0,69,473,0,0,0,0,901
20662,2.8,32835,23.1,0.0,0.0,0.0,22.6,8785,857.68,24.1,5.9,23.4,21.7,50.8,94.5,0.5,0.6,6.4,0,0,311,272,0,0,1895,349,0,155,1040,0,0,0,0,1043
61754,3.5,40453,19.3,0.0,0.0,1.8,21.3,15530,812.55,76.0,6.2,22.8,14.4,50.1,92.4,3.2,1.2,8.4,0,0,624,1169,0,0,3073,1680,0,282,2331,0,0,0,0,3005
8715,0.3,34855,21.2,0.0,0.0,0.0,9.3,4481,647.96,13.4,5.0,20.2,22.0,50.6,86.7,11.7,0.1,1.2,0,0,44,385,0,0,326,558,0,11,230,0,0,0,0,466
382748,5.2,46013,17.2,14.1,2.0,2.1,26.7,16435,759.76,503.8,7.0,23.7,13.5,52.0,59.2,36.0,2.2,6.0,0,0,2020,10461,0,0,11840,34862,0,2534,16282,0,0,0,0,12848
17969,0.6,34418,21.8,0.0,0.0,0.0,14.2,7618,652.19,27.6,5.7,22.5,19.9,50.9,96.8,0.9,0.4,1.9,0,0,112,356,0,0,735,662,0,61,380,0,0,0,0,655
28258,2.4,30873,28.4,33.3,0.0,1.4,38.8,13206,634.77,44.5,6.4,22.5,13.9,45.1,44.5,52.7,0.6,4.4,0,0,68,354,0,0,598,1912,0,19,236,0,0,0,0,494
107118,2.2,55348,8.6,1.7,1.5,0.0,23.9,12137,723.6,148.0,6.0,23.8,17.1,51.0,90.3,6.6,1.1,4.2,0,0,1046,2008,0,0,6934,4358,0,723,6119,0,0,0,0,7507
11233,4.8,37448,20.0,0.0,0.0,0.0,0.0,4308,892.32,12.6,5.7,23.6,18.7,49.6,91.1,0.7,3.8,7.6,0,0,93,151,0,0,715,306,0,50,283,0,0,0,0,484
8195,0.8,30779,26.1,0.0,0.0,0.0,19.8,7339,666.1,12.3,5.0,20.3,23.6,49.6,95.5,0.3,0.2,2.1,0,0,148,164,0,0,939,221,0,65,332,0,0,0,0,852
125744,9.5,40471,21.2,2.5,3.4,2.2,0.0,14995,531.91,236.4,6.8,24.5,14.5,51.0,82.9,6.8,4.5,13.4,0,0,990,2226,0,0,6030,3694,0,1002,4473,0,0,0,0,5686
17058,16.9,35153,24.4,0.0,0.0,3.6,25.3,9806,565.13,30.2,7.7,28.8,13.6,50.3,89.0,4.5,0.5,32.7,0,0,141,167,0,0,593,342,0,36,253,0,0,0,0,495
17264,1.4,30861,23.9,0.0,0.0,0.0,0.0,8792,604.44,28.6,5.2,20.4,25.7,50.6,95.9,0.8,0.4,2.1,0,0,235,294,0,0,1241,608,0,90,579,0,0,0,0,722
12394,0.8,29832,25.5,0.0,0.0,0.0,17.8,9100,606.41,20.4,4.9,20.1,25.4,50.4,96.6,0.4,0.4,1.8,0,0,194,421,0,0,993,547,0,62,430,0,0,0,0,780
41639,2.1,37435,21.5,10.5,0.7,0.0,27.4,12261,1039.21,40.1,6.5,23.9,16.6,51.4,64.4,32.6,0.8,3.6,0,0,187,1669,0,0,1188,2548,0,87,662,0,0,0,0,1138
17295,1.6,32517,24.5,0.0,0.0,0.0,0.0,9238,708.14,24.4,4.9,19.7,24.6,50.3,96.3,0.5,0.4,3.1,0,0,164,436,0,0,1198,770,0,107,674,0,0,0,0,958
203065,11.6,41248,20.7,0.0,1.2,4.4,22.4,13987,941.97,215.6,7.4,25.3,10.7,49.9,87.3,3.5,2.6,16.2,0,0,1541,8507,0,0,7968,9110,0,1291,8730,0,0,0,0,8890
77076,2.5,42487,17.5,1.0,0.0,0.7,17.2,10907,1035.08,74.5,6.5,23.8,15.1,51.1,92.2,4.6,0.7,4.2,0,0,979,818,0,0,4074,2024,0,292,2877,0,0,0,0,4395
7260,0.7,28259,24.3,0.0,0.0,0.0,24.6,8451,586.79,12.4,5.7,21.9,21.2,52.0,70.7,26.9,0.2,1.5,0,0,20,292,0,0,130,862,0,5,46,0,0,0,0,85
22185,12.7,35535,22.7,0.0,0.0,0.0,24.3,5001,929.98,23.9,6.5,25.1,17.1,50.2,93.9,2.1,1.6,18.9,0,0,136,432,0,0,911,723,0,47,496,0,0,0,0,784
1510271,30.8,72112,12.5,6.8,24.4,8.9,32.2,12359,739.02,2043.6,6.1,21.4,12.5,51.0,51.7,12.1,28.9,22.7,0,0,0,91324,0,0,19951,107102,0,5108,0,0,0,0,0,3208
1175,3.8,58636,16.6,0.0,0.0,0.0,0.0,0,738.33,1.6,3.3,20.0,21.1,48.0,70.3,0.3,1.3,9.6,0,0,0,129,0,0,122,110,0,18,0,0,0,0,0,7
38091,5.7,53684,12.6,0.0,0.0,0.0,23.0,46797,594.58,64.1,3.7,15.3,25.1,46.9,90.7,2.1,1.4,13.0,0,0,0,1753,0,0,3605,1949,0,366,0,0,0,0,0,285
220000,7.5,43752,20.4,1.2,2.7,0.0,30.9,11025,1636.46,134.4,5.4,20.2,17.0,50.5,86.6,1.8,4.6,15.5,0,0,0,14271,0,0,15695,9681,0,1441,0,0,0,0,0,1458
45578,4.2,55295,10.9,0.0,0.0,0.0,24.7,6249,1020.01,44.7,3.9,17.7,25.1,50.0,91.9,1.0,1.5,11.5,0,0,0,2392,0,0,4902,2630,0,418,0,0,0,0,0,392
21419,23.3,52158,12.5,0.0,0.0,0.0,25.9,9884,1150.73,18.6,7.4,28.0,13.1,48.6,91.6,1.2,1.8,58.1,0,0,0,584,0,0,1342,653,0,108,0,0,0,0,0,109
1049025,23.5,78756,10.5,4.1,14.8,10.9,31.2,11641,715.94,1465.2,5.8,23.4,14.2,51.3,67.3,9.6,16.4,25.2,0,0,0,46909,0,0,28612,69809,0,6936,0,0,0,0,0,3476
28610,6.5,37909,21.8,0.0,0.0,0.0,28.0,7176,1006.37,28.4,5.8,21.2,15.6,45.2,78.6,3.5,3.7,19.0,0,0,0,1323,0,0,1536,1015,0,118,0,0,0,0,0,174
181058,8.7,69297,9.0,0.0,2.4,6.5,26.9,9216,1707.88,106.0,4.4,20.9,18.0,49.9,89.8,1.0,4.0,12.7,0,0,0,9497,0,0,17651,10367,0,2095,0,0,0,0,0,1583
930450,21.9,45563,26.0,3.9,11.3,21.4,29.4,11022,5957.99,156.2,8.3,28.9,11.2,50.1,77.2,5.9,10.7,51.9,0,0,0,21672,0,0,37672,32895,0,3893,0,0,0,0,0,5150
28122,17.2,43023,18.8,0.0,0.0,16.6,26.1,7320,1313.95,21.4,7.0,26.7,14.9,49.6,90.0,1.2,3.0,40.4,0,0,0,644,0,0,1699,649,0,140,0,0,0,0,0,172
134623,5.7,41426,20.4,0.0,0.0,0.0,26.9,13428,3567.99,37.7,5.4,19.5,15.4,50.0,84.0,1.4,2.8,10.8,0,0,0,13245,0,0,4613,6036,0,599,0,0,0,0,0,699
174528,32.3,41807,23.3,2.6,0.0,52.2,28.8,10771,4176.6,41.8,8.3,28.5,12.0,48.9,89.7,3.5,2.3,82.3,0,0,0,2731,0,0,2222,5743,0,217,0,0,0,0,0,436
18546,10.4,44796,12.8,0.0,0.0,0.0,0.0,13876,10180.88,1.8,6.0,20.6,21.4,49.9,81.4,1.0,1.6,20.9,0,0,0,957,0,0,1414,756,0,160,0,0,0,0,0,124
839631,20.6,48552,22.9,4.4,0.0,24.0,31.4,10037,8131.92,103.3,8.4,29.4,9.9,48.7,82.7,6.3,5.0,51.5,0,0,0,13475,0,0,33838,19104,0,2931,0,0,0,0,0,4917
152982,20.1,48133,21.0,0.0,6.8,27.1,35.0,7017,1389.42,110.1,7.9,27.5,9.1,44.8,81.3,7.3,4.4,53.2,0,0,0,2548,0,0,7046,3921,0,459,0,0,0,0,0,866
64665,8.6,36548,25.0,0.9,0.0,0.0,31.6,8630,1256.46,51.5,5.8,20.4,20.6,50.0,87.7,2.1,1.4,19.1,0,0,0,2704,0,0,2261,2408,0,259,0,0,0,0,0,209
34895,7.0,53107,16.9,0.0,0.0,0.0,20.3,7440,4541.18,7.7,4.5,17.0,12.5,36.3,81.6,8.8,1.4,18.5,0,0,0,770,0,0,2508,690,0,138,0,0,0,0,0,222
9818605,35.1,55909,17.8,5.7,17.5,21.6,30.2,12236,4057.88,2419.6,6.4,22.8,12.2,50.7,71.3,9.2,14.8,48.4,0,0,0,434656,0,0,179130,590502,0,33559,0,0,0,0,0,30775
150865,21.5,45625,22.8,0.0,5.1,23.7,26.3,6956,2137.07,70.6,7.5,27.6,12.8,51.9,86.0,4.3,2.5,56.1,0,0,0,3626,0,0,8247,4831,0,700,0,0,0,0,0,1074
252409,19.0,90839,7.7,0.9,0.0,0.0,33.9,18648,520.31,485.1,4.8,20.5,19.4,51.2,86.0,2.9,6.1,16.0,0,0,0,19848,0,0,6409,27238,0,2318,0,0,0,0,0,596
18251,4.7,49820,16.1,0.0,0.0,0.0,0.0,4705,1448.82,12.6,4.4,16.7,24.5,49.2,90.1,1.1,1.4,10.3,0,0,0,1050,0,0,1940,963,0,195,0,0,0,0,0,259
87841,12.5,43469,20.0,0.3,0.0,0.0,27.6,14716,3506.34,25.1,6.2,21.9,18.9,50.2,86.3,1.0,2.2,24.1,0,0,0,4654,0,0,1769,2690,0,221,0,0,0,0,0,165
255793,25.6,42591,25.4,2.6,9.1,24.8,30.2,8233,1934.97,132.2,8.1,30.0,10.5,49.5,82.0,4.2,8.1,57.5,0,0,0,5190,0,0,6712,7169,0,571,0,0,0,0,0,849
9686,7.1,36212,21.0,0.0,0.0,0.0,0.0,5827,3917.77,2.5,4.7,20.1,23.2,49.5,88.9,1.2,1.2,14.8,0,0,0,280,0,0,1019,240,0,51,0,0,0,0,0,89
14202,17.0,61757,8.5,0.0,0.0,0.0,21.3,12032,3048.98,4.7,5.0,19.5,11.8,46.7,91.6,0.8,1.8,27.9,0,0,0,917,0,0,830,755,0,147,0,0,0,0,0,85
415057,29.9,59168,17.0,2.4,7.5,21.8,32.5,11293,3280.6,126.5,7.7,26.4,12.0,49.0,82.6,3.5,6.9,57.4,0,0,0,12894,0,0,8079,17126,0,1912,0,0,0,0,0,956
136484,22.4,70443,10.1,0.0,5.4,10.3,31.1,12619,748.36,182.4,5.4,21.8,16.8,50.3,84.8,2.4,8.1,33.7,0,0,0,4781,0,0,4000,7370,0,820,0,0,0,0,0,386
98764,6.0,57353,12.0,0.0,0.0,0.0,28.7,11111,957.77,103.1,4.2,17.8,23.4,50.8,93.6,0.6,1.4,9.2,0,0,0,8472,0,0,7628,5591,0,889,0,0,0,0,0,548
3010232,30.4,75422,12.4,1.3,19.2,12.4,28.4,15221,790.57,3807.7,6.1,23.0,13.1,50.6,73.5,2.1,19.6,34.3,0,0,0,100836,0,0,146888,123723,0,21285,0,0,0,0,0,16844
348432,10.6,72725,8.7,1.2,6.6,5.3,28.3,18622,1407.01,247.6,5.4,22.9,17.8,51.2,85.9,1.7,7.1,13.5,0,0,0,12787,0,0,25700,17299,0,3364,0,0,0,0,0,2212
20007,5.1,45794,15.2,0.0,0.0,0.0,23.0,8506,2553.04,7.8,4.4,17.2,24.7,49.8,90.9,1.2,1.1,8.4,0,0,0,1476,0,0,2588,1209,0,261,0,0,0,0,0,193
2189641,21.9,56529,16.2,5.2,8.0,24.0,30.4,11745,7206.48,303.8,6.8,26.3,13.2,50.3,80.5,7.0,6.8,47.4,0,0,0,47988,0,0,82814,73724,0,7502,0,0,0,0,0,7232
1418788,19.9,55064,17.6,6.4,14.9,8.5,32.1,11357,964.64,1470.8,6.7,24.4,12.8,51.1,64.6,10.9,15.8,22.5,0,0,0,50567,0,0,43099,68248,0,7206,0,0,0,0,0,5052
55269,20.1,66237,11.9,0.0,0.0,0.0,30.3,6475,1388.71,39.8,6.7,26.8,11.4,49.8,88.4,1.3,3.5,58.3,0,0,0,1439,0,0,1455,2022,0,191,0,0,0,0,0,184
2035210,21.1,54090,18.7,7.9,11.5,27.7,30.6,10897,20056.94,101.5,7.3,27.2,10.3,50.2,77.3,9.5,7.3,51.7,0,0,0,51770,0,0,69186,71246,0,5883,0,0,0,0,0,8165
3095313,23.4,62962,14.4,2.9,10.0,15.2,29.9,13009,4206.63,735.8,6.6,22.3,12.7,49.8,76.3,5.6,11.9,33.2,0,0,0,111898,0,0,124255,139813,0,16572,0,0,0,0,0,12275
805235,35.6,75604,13.5,2.7,24.0,6.6,30.1,15516,46.87,17179.1,4.6,13.4,14.4,49.1,53.8,5.8,34.9,15.3,0,0,0,67191,0,0,7244,85070,0,2963,0,0,0,0,0,1084
685306,23.1,53380,18.2,5.7,16.2,17.4,31.0,10687,1391.32,492.6,7.3,27.8,11.8,50.2,68.1,8.1,15.9,40.5,0,0,0,16329,0,0,22042,25118,0,2325,0,0,0,0,0,2633
269637,10.4,58697,14.3,0.0,3.6,7.9,27.7,13559,3298.57,81.7,4.8,18.1,17.5,49.1,89.0,2.2,3.8,22.0,0,0,0,16147,0,0,19313,16833,0,2980,0,0,0,0,0,2129
718451,34.0,88202,7.6,1.6,18.6,11.7,29.9,14625,448.41,1602.2,6.1,21.5,14.7,50.8,62.5,3.0,27.7,25.3,0,0,0,30003,0,0,12984,47358,0,3867,0,0,0,0,0,1499
423895,23.4,62779,16.0,0.0,5.9,13.9,28.3,12443,2735.09,155.0,6.4,22.4,14.0,49.9,85.9,2.4,5.7,44.4,0,0,0,22976,0,0,18167,23543,0,3071,0,0,0,0,0,2002
1781642,37.1,91702,10.2,0.0,28.5,10.8,29.7,15367,1290.1,1381.0,6.5,23.1,12.2,49.7,56.4,2.9,34.9,26.6,0,0,0,70468,0,0,35568,109963,0,10894,0,0,0,0,0,6012
262382,18.3,66519,14.6,0.0,4.8,0.0,34.2,14894,445.17,589.4,5.6,20.1,13.5,50.4,87.7,1.4,4.8,33.2,0,0,0,25171,0,0,5883,20105,0,1639,0,0,0,0,0,721
177223,5.2,44651,17.5,0.0,0.0,0.0,0.0,14088,3775.4,46.9,5.8,21.6,19.2,51.0,88.5,1.1,3.0,9.4,0,0,0,6140,0,0,14822,5875,0,1120,0,0,0,0,0,1566
3240,7.1,39009,19.4,0.0,0.0,0.0,0.0,0,953.21,3.4,3.3,15.7,26.8,50.0,94.8,0.4,0.5,9.7,0,0,0,275,0,0,497,213,0,33,0,0,0,0,0,32
44900,5.4,37709,21.0,0.0,0.0,5.2,29.3,9120,6277.89,7.2,5.4,20.3,22.7,50.3,87.2,1.4,1.3,11.9,0,0,0,2301,0,0,3573,1585,0,266,0,0,0,0,0,296
413344,20.1,67177,13.0,8.9,15.5,11.3,30.9,11892,821.77,503.0,6.0,22.9,13.5,50.3,60.6,14.8,15.6,25.6,0,0,0,23630,0,0,17548,31753,0,2266,0,0,0,0,0,1949
483878,16.6,63356,11.9,0.0,0.0,7.8,30.4,13929,1575.85,307.1,5.3,20.6,16.7,51.0,87.4,1.9,4.3,26.1,0,0,0,42715,0,0,16602,44923,0,4425,0,0,0,0,0,2034
514453,20.5,49297,20.3,2.6,8.6,16.2,30.0,11180,1494.83,344.2,7.3,27.3,12.1,50.5,84.1,3.3,5.9,44.1,0,0,0,12086,0,0,15390,15309,0,1557,0,0,0,0,0,2201
94737,22.7,50408,16.7,0.0,0.0,0.0,28.2,11644,602.41,157.3,6.7,26.4,14.5,50.3,74.0,2.5,16.5,29.9,0,0,0,1894,0,0,4697,2370,0,356,0,0,0,0,0,416
63463,8.9,41924,19.7,0.0,0.0,0.0,32.0,12103,2949.71,21.5,6.2,24.0,17.8,50.2,90.7,1.0,1.4,24.1,0,0,0,1544,0,0,3940,1487,0,226,0,0,0,0,0,340
13786,3.4,36890,19.2,0.0,0.0,0.0,0.0,4966,3179.25,4.3,4.9,16.9,24.0,49.0,87.9,0.5,0.9,7.3,0,0,0,953,0,0,1026,585,0,110,0,0,0,0,0,106
442179,22.8,42708,26.2,1.4,0.0,26.1,27.2,9373,4824.22,91.7,8.9,31.6,10.4,49.9,88.3,2.2,4.0,62.9,0,0,0,5755,0,0,15334,8375,0,1259,0,0,0,0,0,1577
55365,4.8,48426,14.5,0.0,0.0,0.0,0.0,10460,2220.88,24.9,4.2,16.8,23.5,47.8,90.8,2.1,1.3,11.5,0,0,0,2623,0,0,4949,2851,0,426,0,0,0,0,0,440
823318,22.8,76544,11.1,1.3,7.0,15.0,28.8,14036,1843.13,446.7,6.4,24.2,13.6,50.5,84.8,2.2,7.5,42.0,0,0,0,38523,0,0,38493,45848,0,6499,0,0,0,0,0,4787
200849,21.7,55918,19.1,0.0,10.5,11.2,29.9,9106,1014.69,197.9,5.8,21.7,11.5,51.3,75.9,3.0,13.8,31.5,0,0,0,11532,0,0,5110,12567,0,1089,0,0,0,0,0,557
72155,12.3,44902,21.6,0.0,0.0,11.0,41.6,5908,631.84,114.2,8.1,27.8,11.4,49.2,79.4,4.0,7.3,27.2,0,0,0,1730,0,0,3210,1572,0,198,0,0,0,0,0,318
441603,14.9,56270,14.2,1.6,3.8,14.0,29.8,11556,1167.65,378.2,7.6,27.7,9.6,49.6,87.0,3.7,4.1,38.8,0,0,0,3279,0,0,0,2060,0,0,0,0,0,0,0,0
15445,6.7,34520,26.5,0.0,0.0,19.4,25.4,17193,722.64,21.4,7.7,23.9,12.6,49.6,87.8,1.9,1.6,45.5,0,0,0,167,0,0,0,90,0,0,0,0,0,0,0,0
572003,14.9,60651,12.1,4.1,5.2,6.2,28.4,18277,798.1,716.7,6.5,24.5,11.9,50.7,78.3,10.9,5.6,18.8,0,0,0,6086,0,0,0,5320,0,0,0,0,0,0,0,0
12084,3.3,48933,9.7,0.0,0.0,0.0,17.4,11435,1350.18,8.9,4.9,18.3,22.9,49.9,92.7,0.5,1.1,18.6,0,0,0,156,0,0,0,83,0,0,0,0,0,0,0,0
3788,2.8,38829,15.2,0.0,0.0,0.0,0.0,8570,2554.97,1.5,6.6,21.3,25.7,50.1,94.4,1.1,0.4,10.5,0,0,0,14,0,0,0,15,0,0,0,0,0,0,0,0
6499,5.9,37340,19.1,0.0,0.0,0.0,0.0,2838,1512.86,4.3,3.7,16.2,16.9,35.6,86.5,7.2,1.3,31.8,0,0,0,24,0,0,0,26,0,0,0,0,0,0,0,0
294567,10.9,67956,14.2,0.5,2.4,3.5,30.2,13660,726.29,405.6,5.0,20.3,12.2,49.8,90.8,1.1,4.5,13.8,0,0,0,11142,0,0,0,6354,0,0,0,0,0,0,0,0
55889,8.6,77998,7.1,1.3,3.9,2.0,0.0,21240,33.03,1691.9,6.0,24.7,12.2,50.4,88.8,1.4,6.3,12.0,0,0,0,1010,0,0,0,563,0,0,0,0,0,0,0,0
17809,3.5,46504,8.0,0.0,0.0,4.0,27.8,14982,1013.4,17.6,4.0,15.8,23.0,47.2,94.4,1.7,0.8,10.2,0,0,0,404,0,0,0,210,0,0,0,0,0,0,0,0
1836,8.5,51641,7.2,0.0,0.0,0.0,0.0,7276,1778.28,1.0,8.3,25.0,18.2,48.5,96.3,0.7,0.6,12.7,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0
9088,4.0,67259,10.2,0.0,0.0,0.0,0.0,8185,395.23,23.0,3.8,15.4,17.9,48.0,95.3,0.9,0.8,5.5,0,0,0,199,0,0,0,159,0,0,0,0,0,0,0,0
8256,3.1,34526,19.4,0.0,0.0,0.0,0.0,4132,1287.39,6.4,6.5,27.1,17.4,50.2,92.5,0.7,0.6,54.1,0,0,0,50,0,0,0,73,0,0,0,0,0,0,0,0
3524,10.3,29145,22.2,0.0,0.0,0.0,0.0,1726,1226.95,2.9,3.9,18.2,25.8,47.6,88.3,1.9,1.4,64.3,0,0,0,23,0,0,0,64,0,0,0,0,0,0,0,0
5823,5.7,31477,29.1,0.0,0.0,0.0,0.0,2427,787.42,7.4,4.3,14.3,13.0,30.2,84.0,9.3,1.4,30.3,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0
4255,2.1,32427,14.6,0.0,0.0,0.0,0.0,14820,738.63,5.8,2.5,14.6,29.0,49.1,95.9,1.2,0.6,5.3,0,0,0,45,0,0,0,34,0,0,0,0,0,0,0,0
30952,4.5,42078,15.5,0.0,0.0,0.0,0.0,10353,1142.05,27.1,5.1,20.9,23.5,50.1,95.2,0.7,0.8,14.7,0,0,0,417,0,0,0,177,0,0,0,0,0,0,0,0
