Population % Change,2010 Population,% Foreign Born,Veterans,Mean Travel Time,Median Household Income,Below Poverty Level,Total Number of Firms,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Manufacturers Shipments ($1000),Retail Sales ($1000),Retail Sales per Capita,Building permits,Land Area (Square Miles),Population per Square Mile,No Preference,Uncommitted,Ben Carson,Bernie Sanders,Carly Fiorina,Chris Christie,Donald Trump,Hillary Clinton,Jeb Bush,John Kasich,Marco Rubio,Martin OMalley,Mike Huckabee,Rand Paul,Rick Santorum,Ted Cruz
-3,16434,1,1471,27.8,53136,10.1,1344,0,0,0,33.1,0,85284,5191,6,561.2,29.3,0,0,0,859,0,0,920,946,0,412,196,0,0,0,0,1073
2.3,32957,0.8,2703,29.7,68482,5.4,3221,0,0,0,28.1,0,405724,12507,118,385.01,85.6,0,0,0,1775,0,0,3272,1436,0,866,639,0,0,0,0,2640
-2.5,30104,1.3,2871,23,41952,14.1,2543,0,0,0,31.2,305556,401515,13479,24,703.69,42.8,0,0,0,1266,0,0,2269,1241,0,555,379,0,0,0,0,1822
-1.7,35547,1.8,2997,18.8,46809,14.4,2795,0,0,0,25.3,0,403082,11399,2,568.79,62.5,0,0,0,1278,0,0,2378,917,0,1043,526,0,0,0,0,2030
-0.1,14846,1.4,1037,22.1,46622,12.8,1186,0,0,0,0,541212,118718,8275,40,335.94,44.2,0,0,0,566,0,0,900,462,0,264,141,0,0,0,0,1321
-2.6,53497,4.9,4112,24,54541,11.3,4622,0,0,0,0,1137608,454312,8257,38,758.57,70.5,0,0,0,2642,0,0,4029,1793,0,1746,721,0,0,0,0,4307
0.4,186494,5,12756,19.4,50712,17.2,13447,0,2.8,1.2,29.7,4951288,2425913,13250,174,619.21,301.2,0,0,0,10345,0,0,7583,11341,0,5050,1919,0,0,0,0,10278
-3,22350,1.8,1880,28.1,42078,18.4,1445,0,0,0,19.8,369043,168280,7452,50,441.76,50.6,0,0,0,930,0,0,1461,853,0,274,200,0,0,0,0,1140
-1.8,16729,1.3,1324,23.7,63027,6.2,1407,0,0,0,0,0,118815,7220,20,439.2,38.1,0,0,0,1016,0,0,1496,787,0,703,422,0,0,0,0,1855
-2.5,16430,0.6,1146,24.8,39845,16.6,1444,0,0,0,0,0,136472,8233,20,831.38,19.8,0,0,0,451,0,0,1603,495,0,287,181,0,0,0,0,1139
-4.3,4470,2.5,435,30.4,38371,17,0,0,0,0,0,0,9223,2245,0,368.77,12.1,0,0,0,176,0,0,507,109,0,80,42,0,0,0,0,365
-5.6,6161,1.7,552,28.4,33717,18.8,264,0,0,0,0,0,31840,4941,3,199.19,30.9,0,0,0,158,0,0,436,285,0,36,25,0,0,0,0,308
-3.2,6006,1.5,615,21.9,54196,14.2,493,0,0,0,16.8,0,21663,3619,13,160.16,37.5,0,0,0,504,0,0,415,450,0,122,42,0,0,0,0,244
-1.8,33476,1.1,3052,23,47427,12.4,2250,0,0,0,33.6,532245,332305,10123,21,575.5,58.2,0,0,0,1549,0,0,1917,1306,0,314,238,0,0,0,0,1545
-1.1,16233,1.6,1469,17.5,44070,14.2,1481,0,0,0,21.6,94581,161489,10346,4,359.99,45.1,0,0,0,543,0,0,1469,448,0,411,166,0,0,0,0,865
-1,147546,7.4,12099,18.9,48702,13.3,9360,5.1,0,2.9,29.4,3714268,1711386,11636,241,427.64,345,0,0,0,9327,0,0,5173,10216,0,2341,1334,0,0,0,0,5108
-1.6,270056,2.7,29633,23.6,50578,17.6,17080,13.5,2.7,1.5,33.3,2324457,3087185,11818,762,657.76,410.6,0,0,0,15565,0,0,11650,20987,0,3584,2093,0,0,0,0,10534
-1.2,24913,1.3,2136,22.9,37800,19.1,1937,0,0,0,25.7,92440,271186,10427,0,379.82,65.6,0,0,0,1150,0,0,2102,1042,0,345,225,0,0,0,0,1447
0.8,197465,3.5,15997,18.9,55449,14.2,17195,6,0,0,28.1,0,2862623,14768,431,868.3,227.4,0,0,0,10365,0,0,11930,9255,0,7316,2556,0,0,0,0,12261
-2.8,7544,1.1,841,25.2,48138,15.9,508,0,0,0,0,0,53090,7647,0,437.27,17.3,0,0,0,293,0,0,697,368,0,212,113,0,0,0,0,486
-2.8,5355,0.6,427,24.3,49669,12.3,449,0,0,0,0,0,34894,6686,0,250.91,21.3,0,0,0,161,0,0,510,150,0,120,79,0,0,0,0,378
-1.4,22363,0.6,2239,23.3,47188,11.8,1699,0,0,0,0,0,140900,6477,32,758.52,29.5,0,0,0,940,0,0,1936,782,0,467,246,0,0,0,0,2069
-3,5994,0.7,484,26.8,54203,11.1,0,0,0,0,0,0,57253,9404,3,288.08,20.8,0,0,0,215,0,0,397,197,0,214,73,0,0,0,0,448
-2.7,47711,1.9,3913,20.4,43472,15.9,3662,2.3,0,1.1,0,905092,480551,10285,8,564.52,84.5,0,0,0,1899,0,0,2853,1953,0,1556,689,0,0,0,0,3038
0.2,135394,1.7,10732,20.5,56067,9.1,9910,0.9,0,0,27.9,5145678,1758134,13424,637,648.97,208.6,0,0,0,7154,0,0,8442,5867,0,4111,1819,0,0,0,0,12085
-2,17808,2.8,1591,24.5,41848,19.5,1445,0,0,4.9,0,176076,145142,8009,13,413.46,43.1,0,0,0,1152,0,0,1332,921,0,292,165,0,0,0,0,1207
-2.3,81625,2.1,7337,20.8,41400,19.6,5845,0,0,0,28.4,2576404,757887,9367,6,898.37,90.9,0,0,0,2781,0,0,5021,3017,0,1290,793,0,0,0,0,3732
-3.3,11947,2.7,918,21.5,47365,12.7,1104,0,0,0,13.2,0,109214,8966,1,223.25,53.5,0,0,0,343,0,0,977,356,0,285,194,0,0,0,0,772
0.9,17707,5.5,1299,18.6,43536,15.8,1350,0,0,0,29.2,0,133722,7602,6,542.41,32.6,0,0,0,741,0,0,1018,726,0,692,231,0,0,0,0,985
-2.6,14716,1,1446,24,52832,10.2,0,0,0,0,0,409194,197317,13400,20,562.57,26.2,0,0,0,595,0,0,1370,409,0,362,215,0,0,0,0,1218
-1.3,16760,1,1454,21.7,43605,14.7,1653,0,0,0,23.8,0,146263,8814,1,713.81,23.5,0,0,0,360,0,0,2075,277,0,421,193,0,0,0,0,1291
-2,14665,1.4,1374,24.9,42914,15.6,1249,0,0,0,0,0,123142,8392,1,494.77,29.6,0,0,0,530,0,0,1424,565,0,286,172,0,0,0,0,799
-2.8,58498,2.8,5000,19.7,47667,12,4063,0,0,0,23.7,1022531,570627,9676,19,684.25,85.5,0,0,0,3102,0,0,2466,2895,0,1352,467,0,0,0,0,2412
1.2,677560,11.7,34224,32.8,76147,8,53097,6.9,5.2,5.3,29.4,13628202,6841452,10211,1185,836.91,809.6,0,0,0,46305,0,0,38507,41651,0,14831,6783,0,0,0,0,21363
1,66357,1.8,6348,20.9,43125,15.6,5881,0,0,1,27.7,681388,987511,15370,115,420.15,157.9,0,0,0,3902,0,0,4929,2978,0,1038,679,0,0,0,0,4009
-2.3,295266,7.6,21278,21.7,47072,17.5,23683,7,2.7,2.4,28.9,7913361,3851993,12943,139,513.36,575.2,0,0,0,16715,0,0,13421,15065,0,5893,2475,0,0,0,0,15457
1.4,38664,1.1,2681,23.1,66639,8.8,2365,0,0,0,0,963346,278287,7329,75,527.8,73.3,0,0,0,1616,0,0,2794,1277,0,1648,777,0,0,0,0,5091
1.2,34387,0.7,1778,21.5,46695,18.1,3173,0,0,0,18.6,2127689,369895,10928,79,339.03,101.4,0,0,0,1030,0,0,2458,991,0,367,0,0,0,0,0,3851
3,355329,6.2,23407,20.3,49370,15.3,27292,0,1.9,0,27.1,19741940,4774175,13667,1115,657.31,540.6,0,0,0,16435,0,0,29473,15032,0,4874,0,0,0,0,0,29963
4.5,76794,7.6,5460,19.1,54165,12.2,5856,0.8,2.7,0,28.8,4843890,1075239,14399,254,406.91,188.7,0,0,0,3182,0,0,7918,2778,0,1450,0,0,0,0,0,6283
-1.7,8854,1.6,638,24.9,48711,11.1,0,0,0,0,0,0,50891,5852,2,406.42,21.8,0,0,0,235,0,0,1175,190,0,171,0,0,0,0,0,720
-2.9,12766,0.9,1135,24.4,39225,16,891,0,0,0,0,397083,97872,7389,3,165.08,77.3,0,0,0,514,0,0,1019,493,0,101,0,0,0,0,0,800
9.3,56640,3.4,3333,24.1,67255,7.5,5662,0,0,0,23.2,0,484483,8970,526,422.91,133.9,0,0,0,2555,0,0,7023,2075,0,1728,0,0,0,0,0,6223
-1.8,15242,0.9,1704,35.9,51568,14.6,1952,0,0,0,27.4,0,61518,4180,48,311.98,48.9,0,0,0,1269,0,0,2202,805,0,189,0,0,0,0,0,1387
-1.2,20155,2.5,1694,25.7,50542,10.7,1448,0,0,0,0,0,102111,5153,24,372.22,54.1,0,0,0,648,0,0,2421,508,0,302,0,0,0,0,0,1737
-1.4,38966,8.3,3138,20.1,41940,16.5,2706,0,0,0,16.6,1302002,340870,8714,12,412.16,94.5,0,0,0,1655,0,0,3941,1137,0,411,0,0,0,0,0,2362
3.7,110232,3.7,8935,24.1,50496,12.2,8622,0,0,1,26.1,2114873,1729530,16414,531,372.86,295.6,0,0,0,5305,0,0,10635,6192,0,900,0,0,0,0,0,5850
-1.2,26890,0.5,1990,27,46430,15.8,2069,0,0,0,24.4,0,312395,11737,14,357.54,75.2,0,0,0,1049,0,0,3615,931,0,212,0,0,0,0,0,1788
-1.3,33224,6.5,2051,22.1,48953,13.9,2280,0,0,1.4,26.2,2283489,223595,6579,24,405.07,82,0,0,0,1046,0,0,3252,724,0,474,0,0,0,0,0,2637
-0.5,10713,0.7,814,33.2,39700,19.6,1204,0,0,0,0,0,40720,3752,0,305.64,35.1,0,0,0,616,0,0,1162,684,0,56,0,0,0,0,0,634
3.4,31648,2.2,1942,21,47165,12.9,2346,0,0,0,17.6,643418,381537,12667,4,429.49,73.7,0,0,0,701,0,0,3894,539,0,393,0,0,0,0,0,1920
-1.1,50047,1.1,3727,29.3,56946,9.1,3964,0,0,0,18.7,786076,509651,10256,65,305.03,164.1,0,0,0,1245,0,0,6617,1389,0,1086,0,0,0,0,0,2375
3,25740,1.9,1959,23.2,48047,14.1,2125,0,0,0,25.9,1869737,315023,12582,50,372.57,69.1,0,0,0,733,0,0,3319,631,0,345,0,0,0,0,0,2078
0.4,42223,1.1,3081,21,47247,12.4,2751,0,0,0,21.7,3818858,408899,9774,94,362.82,116.4,0,0,0,1269,0,0,4203,1139,0,624,0,0,0,0,0,3748
-0.5,117671,2,8635,20.1,37474,22.3,7848,2,0,0,27.1,1280555,1516815,13156,98,392.12,300.1,0,0,0,7728,0,0,8793,6137,0,1255,0,0,0,0,0,6153
1.1,41889,3.6,3188,19.8,54780,8.3,3595,0,0,0,26.1,0,763441,18509,124,427.27,98,0,0,0,2293,0,0,4692,2305,0,651,0,0,0,0,0,2475
2.2,197559,8.5,11289,19.4,45693,16.7,16077,2.5,1.9,2,22.6,15779841,2416879,12182,270,463.17,426.5,0,0,0,6935,0,0,14462,4788,0,2446,0,0,0,0,0,16204
-3.4,24277,0.7,2146,25,37391,23,1494,0,0,0,25.8,486488,208881,8604,11,215.01,112.9,0,0,0,1097,0,0,2744,984,0,245,0,0,0,0,0,1056
2.1,74578,2.8,6110,22.7,53961,13.3,0,0,0,0,0,1558350,787397,10813,142,147.94,504.1,0,0,0,4108,0,0,7456,4584,0,1045,0,0,0,0,0,4496
-3.4,17240,1.3,1261,25.7,45884,11.9,1276,0,0,0,0,498444,142465,8336,2,395.66,43.6,0,0,0,462,0,0,2742,413,0,234,0,0,0,0,0,1301
-0.7,23087,0.8,1464,31.4,49516,13.5,1848,0,0,0,16.7,0,171270,7407,35,384.43,60.1,0,0,0,552,0,0,3487,667,0,524,0,0,0,0,0,1326
-1.6,20836,2.9,1634,22.7,40168,15.5,2171,0,0,0,26,524323,200781,9931,15,368.39,56.6,0,0,0,683,0,0,2556,594,0,280,0,0,0,0,0,1433
0.8,33503,1,2474,21.2,49329,11.5,2360,0,0,0,24.2,0,442605,13501,121,487.49,68.7,0,0,0,1453,0,0,4237,1484,0,369,0,0,0,0,0,2263
-2.1,70061,1.5,5887,18.9,39747,18.6,4581,2.5,1.2,0,0,1670123,765826,11121,68,414.07,169.2,0,0,0,2344,0,0,5992,2318,0,739,0,0,0,0,0,5650
-1.3,33165,0.7,3065,29.4,43980,14,2325,0,0,0,0,0,226084,6924,0,542.5,61.1,0,0,0,1464,0,0,4491,1086,0,302,0,0,0,0,0,1971
10.2,274569,7.2,15778,26.5,82468,5.1,28209,1.8,3.1,1.4,27.6,1569925,3295421,12582,3684,394.27,696.4,0,0,0,14557,0,0,35031,12297,0,9594,0,0,0,0,0,29396
2.8,70002,1.5,5381,26.3,62981,7.6,6449,0,0,0,27.5,1256037,568518,8584,395,306.02,228.8,0,0,0,2600,0,0,9520,1793,0,1240,0,0,0,0,0,6564
-0.2,39364,1.1,3337,30.2,50510,13.2,3701,2.1,1,1.3,27.1,410685,400931,10862,84,484.52,81.2,0,0,0,1627,0,0,4326,1887,0,422,0,0,0,0,0,2498
7.3,145448,4.2,10552,25.9,68297,5,11771,2.4,3.8,0.9,25,2819422,2088672,15496,1145,406.91,357.4,0,0,0,6898,0,0,18555,4873,0,2869,0,0,0,0,0,14876
-0.9,49462,0.9,4313,27.3,40679,17,2846,0,1.1,0,29.3,1026569,455036,9706,18,391.88,126.2,0,0,0,2139,0,0,5714,1789,0,453,0,0,0,0,0,3362
0.3,82752,2,7482,20.4,43590,16.7,5748,0,0,0,28.8,2923185,1194698,14264,140,293.06,282.4,0,0,0,3733,0,0,8475,3526,0,833,0,0,0,0,0,5946
-1.1,37124,1.5,2703,20.8,46148,12,2795,0,0,0,19.1,1478637,328017,8651,53,382.65,97,0,0,0,1227,0,0,4100,836,0,547,0,0,0,0,0,3658
3.1,42376,5.6,2815,20.3,46501,13,3274,0,0,0,19.9,2585502,529531,12572,178,509.31,83.2,0,0,0,1380,0,0,5362,1467,0,517,0,0,0,0,0,2647
0,33478,2.3,2515,26.6,57500,7.7,2557,0,0,0,0,601064,405489,12531,51,559.63,59.8,0,0,0,1323,0,0,3903,910,0,494,0,0,0,0,0,2120
-0.3,21253,1.1,1392,20.6,40235,14.7,1163,0,0,0,26.6,835131,139539,6543,21,383.91,55.4,0,0,0,704,0,0,2194,692,0,289,0,0,0,0,0,1475
0.2,32428,2,2668,22,43795,13.6,2651,0,0,0,0,1476978,382708,11801,29,360.63,89.9,0,0,0,1465,0,0,3077,1648,0,367,0,0,0,0,0,1584
-1.8,28525,1.2,2203,25.5,44128,16.7,2546,0,1.1,0,0,377163,223798,7956,47,376.58,75.7,0,0,0,921,0,0,3361,837,0,221,0,0,0,0,0,1470
5.5,139654,3.8,9895,26.1,61231,10.6,11957,0,3.1,0.8,26.6,1609901,2072896,15169,668,320.43,435.8,0,0,0,5480,0,0,17218,3686,0,2199,0,0,0,0,0,11849
-1.3,38440,1.3,2712,19.6,42119,14,2411,0,1.9,0,23.7,774300,471778,12463,34,516.03,74.5,0,0,0,1774,0,0,4918,1742,0,344,0,0,0,0,0,1929
1.6,77358,4.1,4941,20.9,50859,11.9,6674,0,0,0,23.4,5705256,794883,10423,261,531.38,145.6,0,0,0,2120,0,0,8748,1373,0,1127,0,0,0,0,0,7698
3.5,37128,1.9,1778,22.5,47617,16.5,3596,0,0,0,21.1,1602328,276916,7498,121,379.62,97.8,0,0,0,578,0,0,2571,521,0,368,0,0,0,0,0,2373
-1.2,496005,6.7,32821,27.6,49035,17.8,34165,18.6,2.5,6.7,31.1,21914467,7102425,14455,908,498.96,994.1,0,0,0,32893,0,0,28577,43091,0,2974,0,0,0,0,0,12083
0,111467,3,8961,22.3,47538,16.5,7314,0,1,1.3,0,2364020,1363592,12355,125,598.3,186.3,0,0,0,7273,0,0,9494,6178,0,924,0,0,0,0,0,4434
-0.9,46134,1.4,4192,26,42627,15.2,3615,0,1.1,1.5,19.4,716454,481647,10481,42,449.17,102.7,0,0,0,1648,0,0,5971,1062,0,507,0,0,0,0,0,3132
-1.2,131636,2,10329,25.7,43120,17.3,8275,0,0.8,0.6,24.2,1046853,1234877,9433,92,451.92,291.3,0,0,0,7170,0,0,12487,6635,0,1156,0,0,0,0,0,8023
3.4,903393,8.5,57036,22.7,42334,20.4,69266,11.9,2.4,2.2,28,24333886,12951290,14748,1195,396.3,2279.6,0,0,0,58799,0,0,49835,59649,0,9633,0,0,0,0,0,39557
0.1,47051,4.2,3264,21.3,45709,15.2,3975,0,0,0,26,1239448,550984,11839,83,443.63,106.1,0,0,0,1705,0,0,4755,1202,0,563,0,0,0,0,0,3644
-1.7,10334,0.8,925,25.4,44740,14.6,814,0,0,0,24.7,0,81212,8044,8,335.74,30.8,0,0,0,486,0,0,1398,407,0,80,0,0,0,0,0,743
-2.6,36903,1.2,3454,24,42023,17.2,2311,0,0,0,31.8,711346,235379,6423,10,373.84,98.7,0,0,0,987,0,0,3286,720,0,316,0,0,0,0,0,2409
3.9,137974,7.9,7448,18.2,40052,25.1,10571,1.8,2.3,1.5,25.2,1799286,1530793,11968,521,394.51,349.7,0,0,0,15166,0,0,7259,8063,0,1683,0,0,0,0,0,5505
0.1,38124,2.6,2793,21.1,46797,16.8,2644,0,1.1,0,24.1,2768351,429214,11343,45,504.61,75.6,0,0,0,966,0,0,4412,715,0,632,0,0,0,0,0,2912
1.1,68894,1.4,5557,29.2,55354,11.5,5569,0,1.5,0,0,0,586949,8378,129,403.97,170.5,0,0,0,2158,0,0,10235,1600,0,941,0,0,0,0,0,5885
-0.6,14244,2,986,30.5,50262,11.2,761,0,0,0,0,197474,96674,6901,22,401.76,35.5,0,0,0,521,0,0,1814,434,0,206,0,0,0,0,0,725
0.2,47536,4.9,3335,23.5,47117,14.2,3211,0,0,1.9,26.1,2454544,357295,7491,87,410.84,115.7,0,0,0,1274,0,0,4422,1134,0,578,0,0,0,0,0,3706
-1.5,6128,0.2,553,32.4,50377,8.3,357,0,0,0,0,0,23731,4068,20,86.14,71.1,0,0,0,178,0,0,786,248,0,91,0,0,0,0,0,299
-1.1,19840,0.4,1416,26.7,38826,17.9,1461,0,0,0,0,201749,153183,7812,1,398.39,49.8,0,0,0,661,0,0,2574,603,0,248,0,0,0,0,0,1223
-2.8,21575,1.1,2049,32.5,43950,14,1797,0,0,0,18.6,0,106333,4750,18,385.29,56,0,0,0,1056,0,0,2679,631,0,165,0,0,0,0,0,1217
-0.7,17339,1.2,1398,25.9,43870,13.3,0,0,0,0,0,137612,84463,4932,26,444.66,39,0,0,0,539,0,0,1996,392,0,142,0,0,0,0,0,921
0.6,19338,0.4,1406,22.6,47596,10.9,1275,0,0,0,27.7,600192,153361,8097,48,381.73,50.7,0,0,0,1114,0,0,1642,1358,0,166,0,0,0,0,0,606
-1.7,12845,0.4,1066,25.2,40680,12.7,684,0,0,0,0,0,55934,4449,20,334.24,38.4,0,0,0,625,0,0,1649,526,0,122,0,0,0,0,0,821
1.7,164343,3.7,11934,26.8,62794,10.4,12407,1.4,1.5,3.1,29.2,7318767,1956275,12188,448,418.15,393,0,0,0,13344,0,0,16194,9466,0,2359,0,0,0,0,0,7073
-1.4,25910,1.1,1914,23.2,58750,9.9,1953,0,0,0,25.1,0,268383,10225,55,409.57,63.3,0,0,0,1378,0,0,3159,1117,0,322,0,0,0,0,0,1696
-3.2,13402,0.8,884,23.9,44764,14,929,0,0,0,22.6,0,112778,8175,13,433.65,30.9,0,0,0,473,0,0,1668,351,0,192,0,0,0,0,0,1042
-0.9,37963,1.8,2769,28.5,50821,9.7,2731,0,0,0,0,675972,310811,8367,65,480.53,79,0,0,0,1189,0,0,4087,974,0,309,0,0,0,0,0,2737
-3,26171,0.9,1971,22.5,40904,17.4,2182,0,0,0,27.7,577384,273327,10588,6,452.38,57.9,0,0,0,887,0,0,2939,705,0,350,0,0,0,0,0,1840
-1.1,28818,1.4,2351,26.3,47537,9.4,2715,0,0,0,0,757369,255352,9347,86,446.43,64.6,0,0,0,690,0,0,3694,674,0,641,0,0,0,0,0,1442
-2.9,17392,0.5,1398,26.3,47401,15.4,1605,0,0,0,24.5,523330,113360,6468,10,408.12,42.6,0,0,0,561,0,0,2362,417,0,255,0,0,0,0,0,1457
0.3,266931,5.7,18001,20.2,44582,17.7,20374,6.5,1.7,1.9,26.7,8011023,3683417,13831,428,457.85,583,0,0,0,17355,0,0,19059,15514,0,2568,0,0,0,0,0,15239
-1.9,24181,1.2,1620,26.7,42898,19,1981,0,0,0,10.8,978675,241227,10156,26,190.4,127,0,0,0,1288,0,0,1929,1588,0,100,0,0,0,0,0,867
0.4,44436,2.4,3476,24,51440,12.9,3706,0,0,0,23.5,2354852,487648,11094,59,411.15,108.1,0,0,0,1497,0,0,5044,1215,0,439,0,0,0,0,0,3190
-0.7,20952,2,1873,26.8,52991,12.6,1276,0,0,0,21.9,0,166048,8215,36,396.74,52.8,0,0,0,1030,0,0,2350,1060,0,292,0,0,0,0,0,1378
-1.2,23363,1.8,1825,28.9,40126,16.9,1470,0,0,0,29.7,243732,156674,6730,36,309.13,75.6,0,0,0,1277,0,0,2456,1055,0,128,0,0,0,0,0,1072
0.4,34185,2,2665,22.5,48080,11.5,3523,0,0.9,0.8,18.2,1147951,575134,17170,98,308.94,110.7,0,0,0,1120,0,0,3973,981,0,614,0,0,0,0,0,2500
-2,21475,1,1449,23.8,43510,17.9,1281,0,0,0,28.5,0,146923,6894,2,447.14,48,0,0,0,1454,0,0,2379,1058,0,115,0,0,0,0,0,944
-1.5,10613,1.8,882,32.4,44143,22.2,620,0,0,0,0,0,19919,2074,54,220.63,48.1,0,0,0,410,0,0,858,430,0,137,0,0,0,0,0,263
6,172780,10.4,9517,17.6,44246,21.6,9383,0,4.4,3.4,30.5,0,2079578,12769,1055,499.81,345.7,0,0,0,9580,0,0,10296,5998,0,2705,0,0,0,0,0,9460
-3.3,15936,1.8,1525,24.4,52686,9.4,1240,0,0,0,23.5,362143,136038,8473,7,260.54,61.2,0,0,0,606,0,0,2269,437,0,251,0,0,0,0,0,1631
-3.6,7516,0.8,588,23.8,44161,12.7,0,0,0,0,0,0,31015,4366,3,161.22,46.6,0,0,0,205,0,0,875,205,0,203,0,0,0,0,0,365
1.3,179703,2.5,13397,18.9,43540,15.9,12530,2.9,1.5,1.2,25.7,6447599,3025844,17308,322,233.48,769.7,0,0,0,9132,0,0,14544,7679,0,2168,0,0,0,0,0,9289
-3.2,16212,0.3,1544,24.4,42524,15.8,1119,0,3.6,0,22.7,0,184550,11296,1,256.88,63.1,0,0,0,1309,0,0,1748,1074,0,92,0,0,0,0,0,602
0.3,107848,3.3,7960,19.9,40692,20,7034,4.8,3.2,0.6,23,3565934,1668183,15780,321,403.31,267.4,0,0,0,7434,0,0,8539,6042,0,788,0,0,0,0,0,3829
-1.9,32888,1.6,2489,19.2,45286,15.1,2571,0,0,0,30.7,1045382,325620,9889,24,412.43,79.7,0,0,0,1080,0,0,3932,906,0,450,0,0,0,0,0,2964
-1.8,8508,1.1,673,26.7,52317,7.1,680,0,0,0,28.7,93073,24040,2812,19,364.68,23.3,0,0,0,273,0,0,1321,257,0,114,0,0,0,0,0,583
2.4,59689,2.5,4677,23.1,62351,9,5024,0,0,0,30.3,0,331226,5794,304,384.82,155.1,0,0,0,3139,0,0,7450,2677,0,957,0,0,0,0,0,4721
-1.4,28262,0.7,2041,29.6,41986,15.1,2057,0,0,0,30.5,248328,190711,6844,32,513.73,55,0,0,0,932,0,0,3156,999,0,206,0,0,0,0,0,1542
-1.9,68917,2,5746,19.6,38350,21.8,4610,2.2,0.9,0,17.4,2483052,1004328,14748,85,401.74,171.5,0,0,0,2411,0,0,6116,2025,0,1021,0,0,0,0,0,2937
0.8,27636,1.2,1840,21.4,48136,10.7,2311,0,0,0,0,699092,221300,7969,36,368.09,75.1,0,0,0,796,0,0,2777,763,0,349,0,0,0,0,0,3826
-0.8,24643,3.5,2075,23.3,51444,10.8,2582,0,0,0,21.3,715246,283389,11911,31,505.13,48.8,0,0,0,912,0,0,3044,709,0,394,0,0,0,0,0,1753
0.3,33292,1,2628,24,51914,8.2,2734,0,0,0,0,2107506,343476,10547,94,335.57,99.2,0,0,0,1143,0,0,3919,883,0,610,0,0,0,0,0,4064
-3,7682,1.1,790,22.7,47892,9.5,745,0,0,0,0,0,49644,6546,8,569.27,13.5,0,0,61,132,16,4,104,168,4,2,80,0,11,12,7,104
-3.8,4029,0.6,353,21.2,45871,11.3,443,0,0,0,0,0,32586,7950,1,423.44,9.5,0,0,30,86,16,1,68,113,7,10,47,0,3,8,1,81
-2,14330,4.3,1282,23.6,48831,12.6,1648,0,0,0,22.8,0,128662,8922,41,639.08,22.4,0,0,77,296,54,4,193,304,11,2,131,0,9,16,6,183
-1.8,12887,1,1045,19,39208,15.2,1428,0,0,0,0,151576,133534,10331,6,497.29,25.9,0,0,92,226,9,4,292,273,13,4,90,0,44,20,2,269
-5.3,6119,0.6,557,18.2,48313,9.5,456,0,0,0,0,0,37302,6083,5,442.96,13.8,0,0,33,112,4,1,99,187,10,5,56,0,20,11,0,135
-1.5,26076,1.1,2160,23.7,56669,8.4,2420,0,0,0,31.2,176791,176434,6645,28,716.27,36.4,0,0,171,528,35,23,410,672,11,27,246,0,34,72,9,596
1.4,131090,4.8,9095,15.8,45747,17,9739,4.1,0,0.6,29.1,5880301,1929430,15224,314,565.77,231.7,0,16,497,3647,131,104,1360,3220,178,53,1551,16,72,357,20,1585
0.5,26306,0.9,2277,21.1,51826,10.1,2180,0,0,0,0,161292,210610,8009,44,571.57,46,0,0,177,715,7,40,412,585,31,22,320,0,67,96,19,566
1.8,24276,0.6,1914,19.2,61216,7.3,2419,0,0,0,30.5,699712,268428,11358,74,435.48,55.7,0,0,134,544,24,16,347,640,38,50,389,16,19,46,19,408
0.4,20958,1,1511,20.9,55553,9.9,1874,0,0,0,18,640836,214820,10242,27,571.02,36.7,0,0,82,475,31,15,217,525,14,6,110,0,15,35,4,308
1.6,20260,18.6,1207,13.7,46951,12.8,1704,0,0,0,26.6,1578035,260846,13408,8,574.92,35.2,0,0,97,291,20,7,251,291,23,15,221,17,18,26,22,309
0.9,14867,0.6,1007,22.9,52026,9.8,0,0,0,0,0,0,79082,5407,21,580.13,25.6,0,0,108,350,18,6,220,250,24,3,145,0,21,32,1,332
-3.1,9670,0.7,928,19.6,44484,13.4,846,0,0,0,0,0,103509,10402,12,569.97,17,0,0,37,200,8,5,136,200,10,7,121,0,35,20,19,159
-1.2,20816,0.8,1447,14.1,48361,9.6,2755,0,0,0,23.7,794027,298050,14338,26,569.44,36.6,0,0,69,296,44,7,298,504,60,14,230,0,11,31,5,256
-3.6,13956,1,1155,17.3,43481,11.4,1682,0,0,0,0,0,178171,12846,12,564.27,24.7,0,0,142,190,10,15,262,300,34,21,176,10,17,9,13,225
-0.5,18499,1.3,1620,25.2,58088,8,0,0,0,0,0,178789,131334,7317,29,579.44,31.9,0,0,100,445,19,9,281,354,17,26,240,0,13,43,6,310
-2,44151,2.1,3999,15.7,44795,13.2,3952,0,0,1.8,22.2,1357504,887071,20200,86,568.31,77.7,0,0,184,1108,42,114,597,1091,119,29,446,0,39,78,18,655
-2,12072,0.9,1163,15.3,48977,9.7,796,0,0,0,0,279270,139445,11935,6,576.91,20.9,0,0,119,218,11,5,248,181,16,5,243,0,17,12,5,157
-1.4,12439,1.8,1116,21.3,43971,10.3,1078,0,0,0,16.4,278276,103931,8537,5,504.38,24.7,0,0,57,233,27,2,166,360,11,3,143,6,6,18,6,161
-0.7,9286,5.5,695,21.9,43216,13.7,752,0,0,0,22.5,416569,95388,10579,1,431.17,21.5,0,0,56,168,9,9,202,232,12,3,88,0,8,15,0,155
