Population % Change,2010 Population,% Foreign Born,Veterans,Mean Travel Time,Median Household Income,Below Poverty Level,Total Number of Firms,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Manufacturers Shipments ($1000),Retail Sales ($1000),Retail Sales per Capita,Building permits,Land Area (Square Miles),Population per Square Mile,No Preference,Uncommitted,Ben Carson,Bernie Sanders,Carly Fiorina,Chris Christie,Donald Trump,Hillary Clinton,Jeb Bush,John Kasich,Marco Rubio,Martin OMalley,Mike Huckabee,Rand Paul,Rick Santorum,Ted Cruz
11.5,3367,22.4,93,17.7,61250,9.5,0,0,0,0,0,0,23721,7936,19,1175.3,2.9,0,0,35,7,0,0,192,12,0,15,107,0,0,0,0,360
1.9,3309,2.7,392,20.7,33885,20.2,0,0,0,0,0,0,9440,3128,0,699.2,4.7,0,0,67,23,0,0,484,28,0,32,183,0,0,0,0,562
-3.2,12860,3,1059,26.6,31712,16.1,1116,0,0,0,0,101783,61221,4687,8,1036.58,12.4,0,0,118,87,0,0,933,377,0,33,207,0,0,0,0,1048
4.1,13783,17.2,603,16.8,40571,21.9,529,0,0,44.8,18,0,113223,10197,3,2635.38,5.2,0,0,16,563,0,0,36,1128,0,3,16,0,0,0,0,51
-1.1,7383,3.8,601,22.4,44548,16.2,802,0,0,0,0,0,61964,8465,22,770.44,9.6,0,0,34,253,0,0,329,549,0,15,113,0,0,0,0,438
-0.1,929,1.4,35,15.6,67321,3,0,0,0,0,0,0,0,0,0,924.06,1,0,0,14,2,0,0,115,3,0,10,33,0,0,0,0,196
-0.7,16622,5.4,956,26.5,40601,20.7,1000,0,0,0,29.7,0,115236,7285,9,855.68,19.4,0,0,134,289,0,0,743,893,0,68,227,0,0,0,0,1397
12.1,78337,9.5,5062,30.8,86119,5.9,8194,3.8,0,5.9,29.8,301261,946288,12797,965,127.04,616.7,0,0,671,1038,0,0,4766,1722,0,768,3229,0,0,0,0,7202
-0.8,10501,5.5,877,18.1,37667,21.9,1245,0,0,0,0,206973,128394,12439,4,1050.95,10,0,0,144,55,0,0,722,80,0,58,243,0,0,0,0,1132
1.1,53330,6.4,4364,24.1,45752,17.8,3256,0,0,0,0,0,354320,7313,3,924.03,57.7,0,0,459,276,0,0,2551,1114,0,225,864,0,0,0,0,4884
-4.5,10834,1.7,1488,28.8,32963,25.8,599,0,0,0,0,0,51907,5116,0,491.39,22,0,0,97,82,0,0,1215,192,0,55,228,0,0,0,0,1147
-2.9,8865,1.7,901,26.5,28390,26.4,494,0,0,0,0,0,70092,8070,0,530.66,16.7,0,0,57,62,0,0,803,366,0,30,138,0,0,0,0,916
2.7,26384,3.2,2308,40.4,46107,20.1,1894,0,0,0,0,0,54707,2207,2,569.24,46.3,0,0,163,193,0,0,1586,561,0,87,376,0,0,0,0,2333
3.3,64804,4.8,5350,22.3,50657,17,5226,0,0,27.2,27.6,0,621585,9101,243,693.45,93.5,0,0,235,849,0,0,2242,2633,0,257,1027,0,0,0,0,3047
-8.3,6131,7.4,457,18.8,37743,15.2,0,0,0,0,0,0,60473,10246,0,1135.3,5.4,0,0,70,27,0,0,430,58,0,35,139,0,0,0,0,707
-8.6,3461,13,169,23.8,50648,22.8,0,0,0,0,0,0,10353,3770,1,1310.63,2.6,0,0,37,24,0,0,120,58,0,12,64,0,0,0,0,266
2.4,16921,6.7,1065,16,47513,15.7,1408,0,0,12.7,18.4,0,199581,12443,8,905.44,18.7,0,0,158,85,0,0,777,154,0,74,387,0,0,0,0,1265
-1,3378,4.7,200,18.7,47277,16.1,584,0,0,0,0,0,14844,4764,0,914.29,3.7,0,0,53,14,0,0,363,15,0,25,97,0,0,0,0,560
0.3,25448,9.8,1826,23.1,37081,22.1,1960,0,0,0,25.6,552023,246528,9345,15,795.58,32,0,0,191,90,0,0,1520,346,0,97,356,0,0,0,0,2436
1.6,3034,17.8,180,13.7,48185,13.7,138,0,0,0,0,0,10079,3486,10,923.04,3.3,0,0,23,8,0,0,123,19,0,8,58,0,0,0,0,284
4.4,209714,9.1,15549,22.1,47432,16.7,21265,7.2,0,6.9,22.2,5423538,3110146,15706,389,921.45,227.6,0,0,1939,1984,0,0,8205,5752,0,1310,5692,0,0,0,0,21804
2.4,8490,7.4,774,26.4,55269,9.3,810,0,0,0,18,0,55179,7164,18,186.46,45.5,0,0,93,63,0,0,700,66,0,53,315,0,0,0,0,1206
3.3,60968,31.3,1007,21.2,24927,39.2,6656,0,1.9,73.2,26.1,0,445281,7306,0,1223.18,49.8,0,0,5,1631,0,0,29,6918,0,2,26,0,0,0,0,61
-2.3,9630,5.9,624,17.4,41728,18.8,0,0,0,0,0,0,78824,8334,0,896.72,10.7,0,0,135,35,0,0,957,45,0,56,232,0,0,0,0,1079
17.1,1143,11.6,23,20.1,50543,15.1,186,0,0,0,0,0,0,0,0,923.45,1.2,0,0,33,4,0,0,112,5,0,6,64,0,0,0,0,163
-5.8,1490,2.4,122,18,42429,16.6,205,0,0,0,0,0,8605,6254,0,916.31,1.6,0,0,8,36,0,0,87,59,0,6,27,0,0,0,0,141
-3.8,4128,9.4,188,14.8,53806,7.3,0,0,0,0,0,0,41916,9762,0,1453.93,2.8,0,0,50,10,0,0,250,27,0,36,159,0,0,0,0,379
-3.5,7854,5.5,616,16.7,36753,23.1,582,0,0,10.7,29.6,0,35247,4619,0,890.16,8.8,0,0,85,78,0,0,230,141,0,21,97,0,0,0,0,442
7.5,1809034,15.6,118263,26,56853,15.2,158104,10.3,6.1,11.8,30,43337529,24931407,14582,8985,863.61,2094.7,0,0,9945,35507,0,0,56023,67590,0,9718,43689,0,0,0,0,88867
2.8,131506,5.7,12003,16,44891,17.4,12030,0,0,0,22.1,0,2063290,16305,278,915.55,143.6,0,0,1351,1421,0,0,5081,1789,0,885,3810,0,0,0,0,10160
-5.8,984,9.9,62,16.1,39479,10,0,0,0,0,0,0,3875,4226,0,2358.03,0.4,0,0,7,64,0,0,49,67,0,1,13,0,0,0,0,42
0.7,12651,9.8,490,20,37679,14,703,0,0,0,20.7,0,133700,11012,3,888.84,14.2,0,0,118,83,0,0,468,141,0,36,241,0,0,0,0,879
-2,1641,4.3,137,23.4,39286,13.7,0,0,0,0,0,0,6813,4195,0,912.55,1.8,0,0,32,16,0,0,129,26,0,13,51,0,0,0,0,188
0.5,32334,19.3,1752,18.2,42939,22,2249,0,0,0,0,1291453,425109,14594,22,406.05,79.6,0,0,275,175,0,0,1339,475,0,114,525,0,0,0,0,1890
5.8,110224,6.9,8975,16.9,44545,16.2,10356,0,0,0,24.3,0,0,0,629,1521.97,72.4,0,0,1124,1234,0,0,4192,1650,0,668,2875,0,0,0,0,7231
12.4,1024266,17.8,53933,24.1,58025,17.4,103385,3.9,5,13.2,28.2,28294664,13879471,14302,12673,990.2,1034.4,0,0,2633,73889,0,0,21469,69314,0,7239,24815,0,0,0,0,25757
-3.1,14585,4.2,1421,32.5,34555,16.1,845,0,0,0,0,0,57024,4067,6,693.61,21,0,0,121,117,0,0,1393,333,0,67,324,0,0,0,0,1435
-1.6,21766,1.8,1909,32.7,39940,17.4,1339,0,0,0,0,0,114973,5665,1,924.5,23.5,0,0,145,139,0,0,1537,453,0,90,346,0,0,0,0,2032
2.6,39309,3.3,3528,27.6,46600,15.8,3201,0,0,0,0,0,216729,5777,21,582.95,67.4,0,0,413,269,0,0,2426,725,0,163,727,0,0,0,0,4358
3.1,3355,12.5,158,18.5,51750,17.1,157,0,0,0,0,0,16720,5618,1,1241.32,2.7,0,0,41,45,0,0,171,91,0,10,108,0,0,0,0,290
2.7,26405,9.7,1426,17.7,34902,26.5,2692,0,0,47.8,0,203651,322212,12137,13,1551.95,17,0,0,133,762,0,0,672,1740,0,42,304,0,0,0,0,1027
0.2,48879,23.3,2980,18.8,40450,22.1,3687,0,0,61.5,0,0,524418,11036,63,3144.75,15.5,0,0,134,768,0,0,798,1777,0,73,545,0,0,0,0,916
0.6,52579,4.4,4789,33.2,43439,16.4,4434,0,0,0,24.8,119886,410538,7915,89,842.56,62.4,0,0,556,377,0,0,3504,722,0,240,1205,0,0,0,0,5954
4.9,86793,5.6,6105,20.3,50364,16.9,8164,0,3.5,22.1,23.2,0,1434272,16648,835,882.14,98.4,0,0,452,1118,0,0,3427,2205,0,349,1773,0,0,0,0,5750
2.8,67861,7.3,5028,24,37617,26,4125,0,0,7.5,29,0,626334,9835,222,784.17,86.5,0,0,429,788,0,0,2467,1290,0,259,1201,0,0,0,0,3892
8.3,43205,12.9,2256,31,50097,20.4,3430,5.6,0,0,22.8,0,593065,16554,82,513.43,84.1,0,0,190,557,0,0,1675,1221,0,95,542,0,0,0,0,3391
9.1,10658,7.3,854,18.5,42568,20.4,980,0,0,0,0,0,94619,9327,19,835.6,12.8,0,0,79,147,0,0,383,306,0,26,166,0,0,0,0,742
2.2,33718,6.9,2401,19.8,44858,14.9,3393,0,0,4.2,29.9,762771,509916,15900,85,603.95,55.8,0,0,327,275,0,0,1566,781,0,195,943,0,0,0,0,3534
6.5,250304,27.6,5997,21.7,39449,31.4,21217,0,2.1,69.4,25.8,242392,2913533,12621,1719,3361.48,74.5,0,0,108,6177,0,0,1427,18559,0,61,1163,0,0,0,0,1155
-0.3,41280,8.4,2001,22.9,40411,18.8,3574,0,0,0,30.1,463995,466705,11439,19,1086.15,38,0,0,217,223,0,0,1959,960,0,154,816,0,0,0,0,3229
5.6,5410,11.2,319,18.4,51766,14.3,626,0,0,0,0,0,46067,9676,0,914.52,5.9,0,0,101,23,0,0,526,37,0,44,141,0,0,0,0,781
0.5,131500,6.8,11953,15.5,45086,15.6,10873,0,3.1,6.7,26.1,1492453,1715924,13382,143,627.78,209.5,0,0,924,1544,0,0,4183,1958,0,498,2659,0,0,0,0,7008
-4.2,13535,4.3,896,13.1,41658,20.7,933,0,3.2,0,0,0,170215,12382,2,970.84,13.9,0,0,171,75,0,0,729,136,0,78,332,0,0,0,0,923
-1,22134,15.7,1081,18,25886,40,1439,0,0,56.8,30,0,122890,6040,98,590.55,37.5,0,0,8,657,0,0,121,2072,0,6,67,0,0,0,0,122
15.8,422679,10.9,33319,26,71803,7,33853,4,5.9,10.8,30.5,1647635,9918009,26573,4706,1118.3,378,0,0,2760,14501,0,0,17318,16374,0,3809,14716,0,0,0,0,23880
8.1,42918,4.6,4636,32.7,64571,11.5,3222,0,0,22.6,0,0,180452,4609,34,803.73,53.4,0,0,311,481,0,0,2385,1280,0,159,999,0,0,0,0,4273
10,7110,12.8,289,23.3,48992,12.8,634,0,0,0,0,0,40330,6169,0,841.11,8.5,0,0,73,11,0,0,403,30,0,9,167,0,0,0,0,474
4.2,59127,6.3,4581,30.9,56005,10.8,6538,0,2.4,5.1,23.4,376535,565279,9819,46,904.42,65.4,0,0,493,557,0,0,3486,750,0,192,1146,0,0,0,0,5513
2.1,41964,3.5,4876,27.5,43649,14.6,4616,0,0,0,25.3,708014,383490,9072,19,645.23,65,0,0,451,284,0,0,3372,660,0,275,1246,0,0,0,0,5235
5.2,7879,22.7,361,17.8,49340,11.7,0,0,0,0,0,0,36959,4976,14,799.71,9.9,0,0,121,10,0,0,402,9,0,24,223,0,0,0,0,685
-1.1,18550,5.7,1345,16.3,44429,16,2370,0,0,0,17,301414,185157,10447,35,914.47,20.3,0,0,210,131,0,0,1254,198,0,120,516,0,0,0,0,1945
2.1,14018,24.5,478,17.7,31109,34.7,1177,0,0,65.7,26.9,0,62126,4586,0,998.41,14,0,0,4,685,0,0,34,1969,0,0,11,0,0,0,0,32
5.1,11677,11.2,422,17.3,25625,35,1099,0,0,75.3,34.8,0,33290,2860,11,1297.41,9,0,0,0,373,0,0,0,1557,0,0,0,0,0,0,0,0
-2.5,6629,6.8,383,16.9,46660,14.1,710,0,0,0,0,0,89663,14776,16,2589.88,2.6,0,0,0,0,0,0,87,0,0,47,0,0,0,0,0,229
3.1,49975,3.1,2724,22.6,57292,8.8,3818,0,1.4,1.4,20.7,3150909,447418,9348,164,5745.55,8.7,0,0,0,281,0,0,520,90,0,638,0,0,0,0,0,3314
5,112656,6.9,4258,16.6,49506,16.6,10332,0,1,2.6,22.2,0,1095090,10079,749,1164.81,96.7,0,0,0,2906,0,0,1049,630,0,1892,0,0,0,0,0,7172
-3.5,21403,2.9,1316,15.9,44724,15.1,1549,0,0,0,0,0,298872,15197,66,1478.49,14.5,0,0,0,235,0,0,293,128,0,90,0,0,0,0,0,595
5.3,1059,1.8,108,15,46917,8.6,0,0,0,0,0,0,0,0,7,696.98,1.5,0,0,0,13,0,0,33,1,0,25,0,0,0,0,0,36
7.6,306479,4.7,20019,22.3,69707,7.9,25119,0.4,1.4,2.7,25.4,4985245,3217656,11177,1512,298.78,1025.8,0,0,0,3563,0,0,2902,747,0,5214,0,0,0,0,0,17528
9.5,18607,3,931,22.5,57683,8.9,1930,0,0,0,0,0,215996,13340,137,3240.95,5.7,0,0,0,87,0,0,324,37,0,90,0,0,0,0,0,1342
-3.1,10976,2.1,546,19.1,52763,10,552,0,0,0,0,0,128628,12435,10,4462.31,2.5,0,0,0,66,0,0,161,26,0,88,0,0,0,0,0,455
-2.9,5172,3.2,449,13.3,45357,11.5,566,0,0,0,0,0,22916,5094,42,5175.12,1,0,0,0,73,0,0,89,23,0,40,0,0,0,0,0,247
2.2,9225,4.7,618,14.5,45888,13.7,1261,0,2.9,0,24.4,0,159918,16973,89,3671.54,2.5,0,0,0,636,0,0,127,161,0,30,0,0,0,0,0,180
2.4,46163,3.3,2673,18.2,42369,20.9,3913,0,0,0,20.5,735967,652165,15067,238,3296.68,14,0,0,0,639,0,0,720,142,0,485,0,0,0,0,0,2287
2.3,10246,1.2,534,24,55247,14.7,748,0,0,0,16.7,0,112160,11743,38,3392.28,3,0,0,0,55,0,0,118,16,0,78,0,0,0,0,0,647
1.8,7125,2.8,695,16.5,48540,7.8,710,0,0,0,15.4,0,72071,11098,15,3990.23,1.8,0,0,0,186,0,0,137,50,0,64,0,0,0,0,0,371
0.8,12503,8,755,17.6,49238,13.3,870,0,0,0,0,0,125054,10521,28,6572.43,1.9,0,0,0,11,0,0,199,9,0,113,0,0,0,0,0,771
12,9469,1.8,725,26.1,80337,4,1191,0,0,0,0,0,42681,5058,83,609.2,15.5,0,0,0,104,0,0,175,39,0,134,0,0,0,0,0,839
-4.7,1556,1.8,184,20.3,38500,25.4,0,0,0,0,0,0,0,0,10,757.79,2.1,0,0,0,0,0,0,70,0,0,12,0,0,0,0,0,86
1.3,2264,0.5,178,22,50000,7,0,0,0,0,0,0,11499,5601,21,1028.78,2.2,0,0,0,0,0,0,31,0,0,23,0,0,0,0,0,198
6,1029655,12.1,49590,22.2,60555,12.7,97576,0.6,2.9,4.7,25.6,18860476,16758729,16718,4943,742.28,1387.1,0,0,0,35610,0,0,6542,9431,0,9017,0,0,0,0,0,31164
3.4,14746,2.1,606,20.5,40492,27.1,779,0,0,0,31.6,0,44601,3102,21,7819.99,1.9,0,0,0,81,0,0,84,44,0,76,0,0,0,0,0,407
2.4,27822,4.8,1729,21,48369,15.7,2595,0,0,0,0,0,196917,8016,37,1590.15,17.5,0,0,0,264,0,0,347,44,0,230,0,0,0,0,0,1282
-0.1,20802,2.4,1266,15.3,46229,15.4,1643,0,0,0,23.6,0,324631,16494,45,1910.58,10.9,0,0,0,85,0,0,374,34,0,189,0,0,0,0,0,1010
7.7,36324,10.6,1912,24.1,83336,8.5,6422,0,0,2.6,25.3,0,659852,18614,286,1871.71,19.4,0,0,0,1645,0,0,459,751,0,411,0,0,0,0,0,672
5.8,58218,3.7,3756,29.5,61412,8.7,2778,0,0,0,38.3,0,503618,9204,375,6941.35,8.4,0,0,0,986,0,0,518,240,0,479,0,0,0,0,0,2412
13.1,32588,3.7,1934,19,62067,11.6,2753,0,0,2.1,27.6,0,461448,15958,322,4479.69,7.3,0,0,0,135,0,0,575,39,0,184,0,0,0,0,0,2144
8.6,516564,7.2,17282,21.1,60196,14,45490,0.5,1.1,3.5,24.2,0,5772180,11254,5257,2003.45,257.8,0,0,0,6071,0,0,3713,1011,0,6236,0,0,0,0,0,30637
17.8,23530,10.2,853,23.9,65050,9.5,3116,0,0,5.1,19.1,0,228355,11197,436,1175.5,20,0,0,0,557,0,0,386,170,0,461,0,0,0,0,0,1529
10,138115,5.9,10729,18.1,49279,15.3,14277,0,0.8,2.5,21.3,609632,2087828,15781,1628,2426.36,56.9,0,0,0,1509,0,0,3090,660,0,1634,0,0,0,0,0,7801
-2,2778,2.4,205,14.4,41458,18.2,0,0,0,0,0,0,27847,11197,16,2460.68,1.1,0,0,0,70,0,0,46,30,0,28,0,0,0,0,0,154
4,231236,7.1,16813,21.4,54974,12.8,17724,0.9,0,4.8,26.7,0,2810553,12715,919,576.08,401.4,0,0,0,5465,0,0,1695,1113,0,1765,0,0,0,0,0,7058
-0.4,33164,7,3255,21.2,39328,20.5,2944,6,0,0,23.1,526157,298001,7749,67,449.5,73.8,0,0,411,682,0,0,2068,1789,0,210,905,0,0,0,0,685
5.5,98970,9.8,6838,22.2,67725,10.2,9876,5.8,3.1,1.7,28.3,307141,1689315,18213,404,720.7,137.3,0,0,665,6838,0,0,3661,8284,0,2306,5518,0,0,0,0,2540
-2.7,16250,1.4,1435,23.4,44848,12.6,846,0,0,0,41.4,0,123147,7491,17,445.46,36.5,0,0,131,246,0,0,742,433,0,68,379,0,0,0,0,244
1.3,12690,1.2,1082,34.2,52885,8.3,1232,0,0,0,0,0,67957,5368,40,355.27,35.7,0,0,142,179,0,0,1055,671,0,56,456,0,0,0,0,470
-1,32353,1.8,2551,23.1,44945,11.4,2673,5.3,0,0,19.4,554193,311758,9702,50,473.93,68.3,0,0,427,546,0,0,1777,1044,0,152,875,0,0,0,0,1202
2,14973,0.9,1481,28.6,50167,17.7,1111,0,0,0,29.2,0,107167,7551,62,333.49,44.9,0,0,207,215,0,0,1033,448,0,82,436,0,0,0,0,625
9.3,207627,23,12638,27.3,103208,8,19422,6,9.5,8,32,0,2482916,12176,2160,25.97,7993.6,0,0,381,12541,0,0,3698,25561,0,4971,10944,0,0,0,0,1734
0.2,73750,1.9,6308,23.6,52027,9.5,6318,0,0,0,22.8,1582642,636318,8890,418,967,76.3,0,0,1080,1754,0,0,5117,1639,0,807,3406,0,0,0,0,3159
-3.5,4731,3.8,396,31.8,51365,16.4,399,0,0,0,0,0,20958,4498,4,529.16,8.9,0,0,51,86,0,0,296,148,0,35,147,0,0,0,0,60
2.3,68676,1.7,7104,27.6,57596,8.2,5647,0,0,0.7,23.3,785359,466545,7029,420,753.02,91.2,0,0,1272,1424,0,0,5328,1876,0,796,3231,0,0,0,0,4501
-2.9,6824,1.5,722,32.1,42139,16.6,603,0,0,0,0,192148,38351,5622,13,357.73,19.1,0,0,73,114,0,0,584,125,0,45,183,0,0,0,0,170
-0.1,33148,1.9,3169,25.6,65935,7.7,2815,0,0,0,28.6,883879,247811,7661,75,541.2,61.2,0,0,440,695,0,0,2185,888,0,322,1519,0,0,0,0,1620
-5.4,17434,1.5,887,29.6,36293,24,1137,38.7,0,0,0,96536,74581,4203,0,566.17,30.8,0,0,92,152,0,0,561,1354,0,54,283,0,0,0,0,133
-4.1,24098,1.4,1175,30.1,29848,25.9,1383,0,0,0,0,0,143922,6118,9,502.76,47.9,0,0,55,210,0,0,1586,523,0,47,313,0,0,0,0,266
-1.3,17146,1.7,1289,32,38648,23,921,20.8,0,0,0,0,68700,4306,34,579.66,29.6,0,0,125,264,0,0,830,806,0,46,338,0,0,0,0,292
0.1,54842,1.8,4848,22.1,47162,14.7,3701,0,0,0,29.1,1527558,511759,9742,297,503.87,108.8,0,0,888,667,0,0,3399,1296,0,333,1796,0,0,0,0,2468
4.3,28545,2.8,2747,37.7,57218,12.7,2142,21.7,0,0,27.2,0,365938,13410,73,527.51,54.1,0,0,274,641,0,0,1446,1902,0,148,746,0,0,0,0,580
-1.4,30042,1.9,2529,26.5,32853,18.1,2432,0,0,0,0,236759,203034,6962,52,474.69,63.3,0,0,340,445,0,0,2412,600,0,169,731,0,0,0,0,815
-3.2,7256,0.9,706,35.9,48428,11.8,440,0,0,0,0,0,10896,1528,18,182.82,39.7,0,0,49,141,0,0,252,863,0,28,145,0,0,0,0,187
-2.8,12586,1.1,1008,32.1,33015,17.9,746,0,0,0,0,91908,62090,5074,13,475.27,26.5,0,0,107,162,0,0,798,635,0,49,300,0,0,0,0,217
5.1,316236,7.9,27083,25.5,72088,6.7,24079,13.3,4.8,3.4,30.4,3849982,4615854,15419,1622,423.3,747.1,0,0,2772,11510,0,0,18051,22674,0,3792,18762,0,0,0,0,9954
2.8,14034,3.9,1639,37,77597,6.7,1276,0,0,0,31.3,228253,91615,6381,34,176.18,79.7,0,0,176,581,0,0,836,625,0,196,745,0,0,0,0,542
1.2,5190,0.3,636,32,47806,8.7,280,0,0,0,0,0,15771,3085,18,329.53,15.7,0,0,45,106,0,0,403,113,0,18,137,0,0,0,0,243
5.3,46689,6.6,3854,36.2,64423,9.1,3941,5.2,0,4.6,24.8,0,547366,11972,215,379.23,123.1,0,0,496,1154,0,0,2620,1421,0,442,1706,0,0,0,0,1614
-2.3,10052,1.2,847,33.6,40557,16.3,654,0,0,0,16.8,0,46146,4830,20,297.46,33.8,0,0,89,158,0,0,660,639,0,27,326,0,0,0,0,276
-3.7,15903,1,955,31.2,33318,20.9,891,0,0,0,0,0,122849,7662,8,330.53,48.1,0,0,98,223,0,0,911,346,0,33,233,0,0,0,0,218
-0.5,28001,2.2,2439,28,52027,13.2,1316,0,0,0,0,645731,114937,4472,42,503.72,55.6,0,0,182,375,0,0,1457,1935,0,102,575,0,0,0,0,459
-0.4,11151,2.5,929,32.6,44885,11.1,1078,0,0,0,0,56903,224598,20827,16,257.12,43.4,0,0,91,133,0,0,446,642,0,63,409,0,0,0,0,142
5.2,1081726,29.5,83545,32,110292,5.9,109512,7,17.3,8.8,31.3,2052677,14002361,13925,2249,390.97,2766.8,0,0,4095,50217,0,0,32751,86898,0,22862,52257,0,0,0,0,16888
4.6,65203,5.8,6424,39.2,88409,5.6,7687,3.7,0,3.5,31.4,159608,853058,12845,267,647.45,100.7,0,0,897,2345,0,0,4888,2860,0,1225,3723,0,0,0,0,2635
1.9,15279,2,1305,34.5,44618,12.7,1545,0,0,0,0,0,72431,4929,49,380.42,40.2,0,0,184,935,0,0,1021,396,0,98,482,0,0,0,0,621
1.5,25691,2.8,2283,33.5,68288,7.1,2095,0,0,0,34.2,0,79398,3144,94,286.01,89.8,0,0,232,983,0,0,1280,1355,0,277,1031,0,0,0,0,780
0.3,56159,2.5,4703,29.8,45624,14,5094,5,0,0,23.8,0,444514,8657,112,690.43,81.3,0,0,591,980,0,0,3650,1674,0,430,1541,0,0,0,0,1910
5.2,78305,5.5,7459,30.3,68424,7.1,6250,0,3.5,1.9,23.3,2578741,1120732,15427,436,413.5,189.4,0,0,938,2064,0,0,4730,2136,0,779,3341,0,0,0,0,2956
-2.7,17286,1.3,1323,25.8,45141,13.3,1696,0,0,0,18,0,172401,10026,16,355.78,48.6,0,0,175,316,0,0,1037,405,0,95,516,0,0,0,0,371
0.8,36858,1.9,4457,32.8,60519,9.2,3345,4.9,0,0,30.1,0,500063,13071,140,217.81,169.2,0,0,530,993,0,0,2907,1448,0,362,1856,0,0,0,0,864
1.1,21717,2.8,2026,30.1,80976,5.6,2336,0,0,0,23.6,0,183950,8914,127,281.42,77.2,0,0,271,618,0,0,1820,1572,0,395,1903,0,0,0,0,984
-2.8,15533,0.9,1091,27.7,30710,19.1,1174,0,0,0,0,93431,47520,2946,28,442.18,35.1,0,0,148,269,0,0,959,265,0,61,329,0,0,0,0,338
3.4,18403,4.1,1853,29.3,59358,12,1451,0,0,0,0,0,96030,5330,116,156.25,117.8,0,0,220,603,0,0,1057,579,0,204,747,0,0,0,0,704
-4.6,12243,1.2,1002,23.5,39697,21.6,356,0,0,0,0,248688,101892,8558,14,295.23,41.5,0,0,44,113,0,0,371,832,0,23,160,0,0,0,0,91
-2.9,36241,1.5,2721,23.4,34659,21.3,2530,16.4,0,0,26.8,620067,324090,9148,64,817.84,44.3,0,0,302,403,0,0,2157,1754,0,143,640,0,0,0,0,696
2.1,99863,3.4,7945,25.3,75070,5.1,9992,5.4,0,1.8,23.6,926273,1706383,17245,522,468.54,213.1,0,0,1371,3253,0,0,8586,4915,0,1545,7658,0,0,0,0,5396
4.9,306935,11.5,22033,21.9,61048,10.7,25677,15.4,5.4,2.3,28.1,3264995,6737176,23251,693,233.7,1313.4,0,0,1871,11954,0,0,12910,28121,0,3979,16499,0,0,0,0,8907
-3.8,54151,3.1,4277,24.4,34984,17.1,2826,0,0,0,27.5,1097915,436996,7860,28,382.33,141.6,0,0,417,664,0,0,2920,1809,0,193,1092,0,0,0,0,1132
-3.1,2321,0.3,272,22.4,49625,10.2,307,0,0,0,0,0,8851,3700,12,415.16,5.6,0,0,23,88,0,0,164,86,0,25,90,0,0,0,0,87
2.1,35270,2.3,4170,28.6,63942,12,2638,15.3,0,0,26.1,0,212738,6063,131,315.61,111.8,0,0,393,853,0,0,2497,2446,0,364,1845,0,0,0,0,841
7.7,67009,7.2,8923,24.5,76960,8.7,6530,6.2,0,0,26.2,1567206,658826,10752,709,142.44,470.4,0,0,806,2750,0,0,4246,5210,0,2378,5780,0,0,0,0,1976
3.3,6945,1.8,703,42.5,48372,9.2,0,0,0,0,0,0,16167,2357,13,315.14,22,0,0,55,126,0,0,411,477,0,37,187,0,0,0,0,137
7.6,23584,1.9,3007,34,81753,7.1,1767,0,0,0,32.4,0,154993,6873,104,179.64,131.3,0,0,370,612,0,0,1437,916,0,262,1033,0,0,0,0,764
1.6,15935,1.6,1187,34.2,62670,9.5,1007,0,0,0,41.2,0,125958,8060,74,273.94,58.2,0,0,159,315,0,0,1131,841,0,88,646,0,0,0,0,647
-3.1,11391,1.8,1460,26,49248,11.7,1820,0,0,0,16.7,0,166615,14500,32,133.25,85.5,0,0,144,275,0,0,874,823,0,225,651,0,0,0,0,175
-2.5,25587,1.1,1823,28.4,31308,26.8,1046,0,0,0,32.9,0,171558,6868,16,435.52,58.8,0,0,124,161,0,0,1089,299,0,68,342,0,0,0,0,396
16.2,312311,22.8,20436,33.1,122238,3.6,28697,5,13,6.9,31.7,1400175,4469513,16109,3480,515.56,605.8,0,0,2235,14719,0,0,14420,21171,0,5885,20845,0,0,0,0,7696
3.4,33153,2.6,2963,35.1,54518,10.3,2612,0,0,0,0,435940,153825,4840,168,496.3,66.8,0,0,312,849,0,0,2094,1630,0,256,1306,0,0,0,0,1133
-3.5,12914,2.9,1184,29.2,35237,22.6,882,0,0,0,26.5,0,54682,4227,13,431.68,29.9,0,0,168,141,0,0,642,738,0,35,293,0,0,0,0,179
-1.1,13308,3,1356,32.8,53459,13.3,1514,0,0,0,21.5,0,112941,8245,31,320.68,41.5,0,0,224,370,0,0,908,538,0,142,421,0,0,0,0,462
-1.6,8978,1.7,1125,32.9,55192,10.1,824,0,0,0,0,0,59350,6566,25,85.93,104.5,0,0,123,246,0,0,762,435,0,121,479,0,0,0,0,269
-4.7,32727,2,2884,26.4,36261,19.6,2453,9.1,0,0,29.7,281033,406322,12684,60,625.49,52.3,0,0,217,378,0,0,1515,1588,0,158,674,0,0,0,0,431
-2.4,10959,2.7,1259,27.7,53309,9.4,1664,0,0,0,20.4,0,94451,8879,39,130.31,84.1,0,0,121,295,0,0,945,559,0,134,510,0,0,0,0,184
3,94392,9.1,4888,17.8,45543,24.5,6877,0,0,0,24,838137,1102647,12350,233,387.01,243.9,0,0,839,5090,0,0,3195,3506,0,884,3166,0,0,0,0,1662
